,const,stations,cost,station1,station2,betweenness_o,out_degree_o,in_degree_o,eigenvector_o,closeness_o,betweenness_d,out_degree_d,in_degree_d,eigenvector_d,closeness_d,int_in_degree_centrality,int_out_degree_centrality,pct_change,volume_x,volume_y,hyp_time_reduction
10,1.0,"('8', '23')",3832738.2853595167,8,23,0.13855323420540813,0.17391304347826086,0.17391304347826086,0.21295500799725153,0.34328358208955223,0.0424775707384403,0.13043478260869565,0.13043478260869565,0.17221773509232147,0.3150684931506849,0.02268431001890359,0.02268431001890359,-0.0942351482359171,39836.443359766025,25923.1444474181,-3.384729489935757
11,1.0,"('5', '23')",3649134.659037056,5,23,0.06515151515151515,0.13043478260869565,0.13043478260869565,0.12859959055851536,0.3333333333333333,0.0424775707384403,0.13043478260869565,0.13043478260869565,0.17221773509232147,0.3150684931506849,0.017013232514177693,0.017013232514177693,-0.1376249387714617,42614.75417798321,25923.1444474181,-3.425220851290494
12,1.0,"('2', '22')",3529461.540254944,2,22,0.03679653679653679,0.08695652173913043,0.08695652173913043,0.04160853546813513,0.26744186046511625,0.0718881360185708,0.17391304347826086,0.17391304347826086,0.2674821364787066,0.32857142857142857,0.015122873345935726,0.015122873345935726,-0.16590646926569877,10487.463380607169,43652.35394801557,-4.2413297429852745
13,1.0,"('17', '19')",3529461.0062130047,17,19,0.03197346132128741,0.13043478260869565,0.13043478260869565,0.2675803160895164,0.359375,0.03406424493381014,0.13043478260869565,0.13043478260869565,0.24157828164948372,0.3333333333333333,0.017013232514177693,0.017013232514177693,-0.16590659547218142,29734.872289683524,37746.249739773244,-2.8319396670707344
14,1.0,"('8', '17')",3351184.832251417,8,17,0.13855323420540813,0.17391304347826086,0.17391304347826086,0.21295500799725153,0.34328358208955223,0.03197346132128741,0.13043478260869565,0.13043478260869565,0.2675803160895164,0.359375,0.02268431001890359,0.02268431001890359,-0.20803738559114168,39836.443359766025,29734.872289683524,-2.5933902831965985
15,1.0,"('6', '23')",3349682.734621547,6,23,0.09766610201392809,0.13043478260869565,0.13043478260869565,0.11015036778069584,0.3108108108108108,0.0424775707384403,0.13043478260869565,0.13043478260869565,0.17221773509232147,0.3150684931506849,0.017013232514177693,0.017013232514177693,-0.20839236606091477,27290.56281626724,25923.1444474181,-3.972516154837876
16,1.0,"('3', '23')",3189183.2042636154,3,23,0.09528514963297569,0.13043478260869565,0.13043478260869565,0.07870089315411744,0.30666666666666664,0.0424775707384403,0.13043478260869565,0.13043478260869565,0.17221773509232147,0.3150684931506849,0.017013232514177693,0.017013232514177693,-0.24632212345608234,32133.376290015865,25923.1444474181,-3.076428130281241
17,1.0,"('5', '17')",3117665.368134068,5,17,0.06515151515151515,0.13043478260869565,0.13043478260869565,0.12859959055851536,0.3333333333333333,0.03197346132128741,0.13043478260869565,0.13043478260869565,0.2675803160895164,0.359375,0.017013232514177693,0.017013232514177693,-0.26322344502239203,42614.75417798321,29734.872289683524,-3.01975574318233
18,1.0,"('1', '13')",4164281.0704031494,1,13,0.03524374176548089,0.08695652173913043,0.08695652173913043,0.03458625764818794,0.26436781609195403,0.060276679841897225,0.08695652173913043,0.08695652173913043,0.06691992394555502,0.30666666666666664,0.007561436672967863,0.007561436672967863,-0.015883907115280937,12614.687944016001,23504.840759018996,-3.2237991231231207
19,1.0,"('1', '16')",3592378.149597182,1,16,0.03524374176548089,0.08695652173913043,0.08695652173913043,0.03458625764818794,0.26436781609195403,0.12462983876027355,0.17391304347826086,0.17391304347826086,0.3046800656627788,0.3898305084745763,0.015122873345935726,0.015122873345935726,-0.15103781685808326,12614.687944016001,46452.30165023714,-2.668051811965618
20,1.0,"('2', '21')",3503270.330526964,2,21,0.03679653679653679,0.08695652173913043,0.08695652173913043,0.04160853546813513,0.26744186046511625,0.06343873517786561,0.13043478260869565,0.13043478260869565,0.18547546735595516,0.3150684931506849,0.011342155009451795,0.011342155009451795,-0.17209605890906277,10487.463380607169,25167.073149640026,-5.04295756653929
21,1.0,"('11', '7')",3234290.8181248507,11,7,0.2263786937699981,0.17391304347826086,0.17391304347826086,0.2395383743622112,0.40350877192982454,0.030665349143610014,0.08695652173913043,0.08695652173913043,0.11721217872477815,0.30666666666666664,0.015122873345935726,0.015122873345935726,-0.2356621492703884,41048.933057563125,27899.382473233512,-3.0619560976727063
22,1.0,"('11', '13')",3114505.5156145873,11,13,0.2263786937699981,0.17391304347826086,0.17391304347826086,0.2395383743622112,0.40350877192982454,0.060276679841897225,0.08695652173913043,0.08695652173913043,0.06691992394555502,0.30666666666666664,0.015122873345935726,0.015122873345935726,-0.2639701913786033,41048.933057563125,23504.840759018996,-2.7678293197782833
23,1.0,"('9', '19')",2978062.295984953,9,19,0.07587834870443566,0.13043478260869565,0.13043478260869565,0.2087343385919973,0.36507936507936506,0.03406424493381014,0.13043478260869565,0.13043478260869565,0.24157828164948372,0.3333333333333333,0.017013232514177693,0.017013232514177693,-0.29621488522428735,44380.94236868708,37746.249739773244,-3.5960385836029642
24,1.0,"('6', '17')",2885119.5770757,6,17,0.09766610201392809,0.13043478260869565,0.13043478260869565,0.11015036778069584,0.3108108108108108,0.03197346132128741,0.13043478260869565,0.13043478260869565,0.2675803160895164,0.359375,0.017013232514177693,0.017013232514177693,-0.3181794029522423,27290.56281626724,29734.872289683524,-2.8228486953694825
25,1.0,"('3', '17')",2849293.55692041,3,17,0.09528514963297569,0.13043478260869565,0.13043478260869565,0.07870089315411744,0.30666666666666664,0.03197346132128741,0.13043478260869565,0.13043478260869565,0.2675803160895164,0.359375,0.017013232514177693,0.017013232514177693,-0.3266459215139732,32133.376290015865,29734.872289683524,-3.180817300549435
26,1.0,"('12', '20')",2773505.342277955,12,20,0.13179936006022963,0.13043478260869565,0.13043478260869565,0.1107234821379752,0.3484848484848485,0.1131752305665349,0.17391304347826086,0.17391304347826086,0.2556517808411342,0.32857142857142857,0.02268431001890359,0.02268431001890359,-0.3445564324568431,30676.705775217517,41009.95867227828,-3.044861664313406
27,1.0,"('9', '24')",3928446.758866408,9,24,0.07587834870443566,0.13043478260869565,0.13043478260869565,0.2087343385919973,0.36507936507936506,0.07042160737812911,0.13043478260869565,0.13043478260869565,0.1220638225043423,0.3026315789473684,0.017013232514177693,0.017013232514177693,-0.07161701862094279,44380.94236868708,29231.927509641628,-3.567051046729712
28,1.0,"('16', '21')",3779482.3714988846,16,21,0.12462983876027355,0.17391304347826086,0.17391304347826086,0.3046800656627788,0.3898305084745763,0.06343873517786561,0.13043478260869565,0.13043478260869565,0.18547546735595516,0.3150684931506849,0.02268431001890359,0.02268431001890359,-0.10682075448714368,46452.30165023714,25167.073149640026,-2.73621446339658
29,1.0,"('17', '22')",3701528.52474068,17,22,0.03197346132128741,0.13043478260869565,0.13043478260869565,0.2675803160895164,0.359375,0.0718881360185708,0.17391304347826086,0.17391304347826086,0.2674821364787066,0.32857142857142857,0.02268431001890359,0.02268431001890359,-0.12524305447122988,29734.872289683524,43652.35394801557,-2.4279977885030917
30,1.0,"('24', '19')",3525256.9017460034,24,19,0.07042160737812911,0.13043478260869565,0.13043478260869565,0.1220638225043423,0.3026315789473684,0.03406424493381014,0.13043478260869565,0.13043478260869565,0.24157828164948372,0.3333333333333333,0.017013232514177693,0.017013232514177693,-0.16690012275629051,29231.927509641628,37746.249739773244,-2.881072355648379
31,1.0,"('8', '10')",3348026.426171955,8,10,0.13855323420540813,0.17391304347826086,0.17391304347826086,0.21295500799725153,0.34328358208955223,0.23997741389045735,0.21739130434782608,0.21739130434782608,0.38454071635190656,0.42592592592592593,0.03780718336483932,0.03780718336483932,-0.20878379012006615,39836.443359766025,81816.52655640151,-2.5494078205952695
32,1.0,"('22', '21')",3348026.3669744316,22,21,0.0718881360185708,0.17391304347826086,0.17391304347826086,0.2674821364787066,0.32857142857142857,0.06343873517786561,0.13043478260869565,0.13043478260869565,0.18547546735595516,0.3150684931506849,0.02268431001890359,0.02268431001890359,-0.20878380410981243,43652.35394801557,25167.073149640026,-3.237404775178899
33,1.0,"('9', '22')",3131434.5207257117,9,22,0.07587834870443566,0.13043478260869565,0.13043478260869565,0.2087343385919973,0.36507936507936506,0.0718881360185708,0.17391304347826086,0.17391304347826086,0.2674821364787066,0.32857142857142857,0.02268431001890359,0.02268431001890359,-0.2599694752682538,44380.94236868708,43652.35394801557,-3.0225143656214097
34,1.0,"('5', '10')",2935823.735503628,5,10,0.06515151515151515,0.13043478260869565,0.13043478260869565,0.12859959055851536,0.3333333333333333,0.23997741389045735,0.21739130434782608,0.21739130434782608,0.38454071635190656,0.42592592592592593,0.02835538752362949,0.02835538752362949,-0.3061968356275373,42614.75417798321,81816.52655640151,-2.395011289506785
35,1.0,"('1', '12')",2899376.5433254503,1,12,0.03524374176548089,0.08695652173913043,0.08695652173913043,0.03458625764818794,0.26436781609195403,0.13179936006022963,0.13043478260869565,0.13043478260869565,0.1107234821379752,0.3484848484848485,0.011342155009451795,0.011342155009451795,-0.3148101515292745,12614.687944016001,30676.705775217517,-3.028054545997025
36,1.0,"('7', '16')",4193726.8837008774,7,16,0.030665349143610014,0.08695652173913043,0.08695652173913043,0.11721217872477815,0.30666666666666664,0.12462983876027355,0.17391304347826086,0.17391304347826086,0.3046800656627788,0.3898305084745763,0.015122873345935726,0.015122873345935726,-0.008925179247383282,27899.382473233512,46452.30165023714,-3.0677198023894565
37,1.0,"('17', '21')",4021695.296806591,17,21,0.03197346132128741,0.13043478260869565,0.13043478260869565,0.2675803160895164,0.359375,0.06343873517786561,0.13043478260869565,0.13043478260869565,0.18547546735595516,0.3150684931506849,0.017013232514177693,0.017013232514177693,-0.04958022877091918,29734.872289683524,25167.073149640026,-2.7320736707305486
38,1.0,"('24', '22')",3868760.3872703547,24,22,0.07042160737812911,0.13043478260869565,0.13043478260869565,0.1220638225043423,0.3026315789473684,0.0718881360185708,0.17391304347826086,0.17391304347826086,0.2674821364787066,0.32857142857142857,0.02268431001890359,0.02268431001890359,-0.08572229101262764,29231.927509641628,43652.35394801557,-2.639396556205242
39,1.0,"('4', '24')",3486328.934059097,4,24,0.10083756822887256,0.13043478260869565,0.13043478260869565,0.1284552783451155,0.3484848484848485,0.07042160737812911,0.13043478260869565,0.13043478260869565,0.1220638225043423,0.3026315789473684,0.017013232514177693,0.017013232514177693,-0.17609970338408715,37248.201210563595,29231.927509641628,-3.476079268523985
40,1.0,"('3', '10')",3204303.3879001336,3,10,0.09528514963297569,0.13043478260869565,0.13043478260869565,0.07870089315411744,0.30666666666666664,0.23997741389045735,0.21739130434782608,0.21739130434782608,0.38454071635190656,0.42592592592592593,0.02835538752362949,0.02835538752362949,-0.24274887376603937,32133.376290015865,81816.52655640151,-2.883473317185917
41,1.0,"('9', '21')",3063704.311055385,9,21,0.07587834870443566,0.13043478260869565,0.13043478260869565,0.2087343385919973,0.36507936507936506,0.06343873517786561,0.13043478260869565,0.13043478260869565,0.18547546735595516,0.3150684931506849,0.017013232514177693,0.017013232514177693,-0.27597569295244384,44380.94236868708,25167.073149640026,-3.203731560072311
42,1.0,"('4', '22')",3040680.426257999,4,22,0.10083756822887256,0.13043478260869565,0.13043478260869565,0.1284552783451155,0.3484848484848485,0.0718881360185708,0.17391304347826086,0.17391304347826086,0.2674821364787066,0.32857142857142857,0.02268431001890359,0.02268431001890359,-0.28141677033573337,37248.201210563595,43652.35394801557,-3.272251506509067
43,1.0,"('11', '18')",2795638.9946752815,11,18,0.2263786937699981,0.17391304347826086,0.17391304347826086,0.2395383743622112,0.40350877192982454,0.09795627078235773,0.13043478260869565,0.13043478260869565,0.19477575076862153,0.34328358208955223,0.02268431001890359,0.02268431001890359,-0.3393257376141396,41048.933057563125,50175.34957253388,-3.028054545997025
44,1.0,"('24', '21')",2781881.8140812167,24,21,0.07042160737812911,0.13043478260869565,0.13043478260869565,0.1220638225043423,0.3026315789473684,0.06343873517786561,0.13043478260869565,0.13043478260869565,0.18547546735595516,0.3150684931506849,0.017013232514177693,0.017013232514177693,-0.34257687810788867,29231.927509641628,25167.073149640026,-2.836516334098146
45,1.0,"('11', '8')",3915335.623831422,11,8,0.2263786937699981,0.17391304347826086,0.17391304347826086,0.2395383743622112,0.40350877192982454,0.13855323420540813,0.17391304347826086,0.17391304347826086,0.21295500799725153,0.34328358208955223,0.030245746691871453,0.030245746691871453,-0.0747154835818262,41048.933057563125,39836.443359766025,-2.9127436994860303
46,1.0,"('4', '21')",3573706.564156552,4,21,0.10083756822887256,0.13043478260869565,0.13043478260869565,0.1284552783451155,0.3484848484848485,0.06343873517786561,0.13043478260869565,0.13043478260869565,0.18547546735595516,0.3150684931506849,0.017013232514177693,0.017013232514177693,-0.15545034507151081,37248.201210563595,25167.073149640026,-3.667134505286694
47,1.0,"('18', '14')",3438206.196856455,18,14,0.09795627078235773,0.13043478260869565,0.13043478260869565,0.19477575076862153,0.34328358208955223,0.08666478449087145,0.13043478260869565,0.13043478260869565,0.20953217652623488,0.35384615384615387,0.017013232514177693,0.017013232514177693,-0.1874722210682014,50175.34957253388,27251.438285314158,-3.9102122715017216
48,1.0,"('6', '11')",3407323.6477876725,6,11,0.09766610201392809,0.13043478260869565,0.13043478260869565,0.11015036778069584,0.3108108108108108,0.2263786937699981,0.17391304347826086,0.17391304347826086,0.2395383743622112,0.40350877192982454,0.02268431001890359,0.02268431001890359,-0.19477048288436374,27290.56281626724,41048.933057563125,-2.9378076681492464
49,1.0,"('15', '20')",3324653.42999051,15,20,0.12247631595457684,0.17391304347826086,0.17391304347826086,0.3171206350318802,0.3709677419354839,0.1131752305665349,0.17391304347826086,0.17391304347826086,0.2556517808411342,0.32857142857142857,0.030245746691871453,0.030245746691871453,-0.2143073706114441,69765.69139989783,41009.95867227828,-3.220426438644481
50,1.0,"('6', '9')",3261323.3542219293,6,9,0.09766610201392809,0.13043478260869565,0.13043478260869565,0.11015036778069584,0.3108108108108108,0.07587834870443566,0.13043478260869565,0.13043478260869565,0.2087343385919973,0.36507936507936506,0.017013232514177693,0.017013232514177693,-0.22927373471458448,27290.56281626724,44380.94236868708,-3.4293616439565255
51,1.0,"('12', '19')",3011705.523765203,12,19,0.13179936006022963,0.13043478260869565,0.13043478260869565,0.1107234821379752,0.3484848484848485,0.03406424493381014,0.13043478260869565,0.13043478260869565,0.24157828164948372,0.3333333333333333,0.017013232514177693,0.017013232514177693,-0.2882642110706033,30676.705775217517,37746.249739773244,-2.9177064888281596
52,1.0,"('5', '7')",2916790.4157745065,5,7,0.06515151515151515,0.13043478260869565,0.13043478260869565,0.12859959055851536,0.3333333333333333,0.030665349143610014,0.08695652173913043,0.08695652173913043,0.11721217872477815,0.30666666666666664,0.011342155009451795,0.011342155009451795,-0.31069485003381153,42614.75417798321,27899.382473233512,-3.0392278465951503
53,1.0,"('8', '13')",2814337.2825161507,8,13,0.13855323420540813,0.17391304347826086,0.17391304347826086,0.21295500799725153,0.34328358208955223,0.060276679841897225,0.08695652173913043,0.08695652173913043,0.06691992394555502,0.30666666666666664,0.015122873345935726,0.015122873345935726,-0.3349068990049079,39836.443359766025,23504.840759018996,-2.9661235882665347
54,1.0,"('18', '15')",4050151.77343785,18,15,0.09795627078235773,0.13043478260869565,0.13043478260869565,0.19477575076862153,0.34328358208955223,0.12247631595457684,0.17391304347826086,0.17391304347826086,0.3171206350318802,0.3709677419354839,0.02268431001890359,0.02268431001890359,-0.04285530407775747,50175.34957253388,69765.69139989783,-3.6258915467526456
55,1.0,"('5', '13')",3856886.156857726,5,13,0.06515151515151515,0.13043478260869565,0.13043478260869565,0.12859959055851536,0.3333333333333333,0.060276679841897225,0.08695652173913043,0.08695652173913043,0.06691992394555502,0.30666666666666664,0.011342155009451795,0.011342155009451795,-0.08852844675527005,42614.75417798321,23504.840759018996,-3.01700470981044
56,1.0,"('9', '15')",3486602.512504952,9,15,0.07587834870443566,0.13043478260869565,0.13043478260869565,0.2087343385919973,0.36507936507936506,0.12247631595457684,0.17391304347826086,0.17391304347826086,0.3171206350318802,0.3709677419354839,0.02268431001890359,0.02268431001890359,-0.17603505045920512,44380.94236868708,69765.69139989783,-2.6955584577554514
57,1.0,"('3', '7')",3134218.9703067713,3,7,0.09528514963297569,0.13043478260869565,0.13043478260869565,0.07870089315411744,0.30666666666666664,0.030665349143610014,0.08695652173913043,0.08695652173913043,0.11721217872477815,0.30666666666666664,0.011342155009451795,0.011342155009451795,-0.259311445323536,32133.376290015865,27899.382473233512,-3.0252806191143
58,1.0,"('16', '15')",3059796.936620115,16,15,0.12462983876027355,0.17391304347826086,0.17391304347826086,0.3046800656627788,0.3898305084745763,0.12247631595457684,0.17391304347826086,0.17391304347826086,0.3171206350318802,0.3709677419354839,0.030245746691871453,0.030245746691871453,-0.27689909605556423,46452.30165023714,69765.69139989783,-2.5056297863876824
59,1.0,"('6', '13')",3039768.5850376147,6,13,0.09766610201392809,0.13043478260869565,0.13043478260869565,0.11015036778069584,0.3108108108108108,0.060276679841897225,0.08695652173913043,0.08695652173913043,0.06691992394555502,0.30666666666666664,0.011342155009451795,0.011342155009451795,-0.2816322595411844,27290.56281626724,23504.840759018996,-3.01975574318233
60,1.0,"('3', '13')",2997835.950518523,3,13,0.09528514963297569,0.13043478260869565,0.13043478260869565,0.07870089315411744,0.30666666666666664,0.060276679841897225,0.08695652173913043,0.08695652173913043,0.06691992394555502,0.30666666666666664,0.011342155009451795,0.011342155009451795,-0.2915419125520213,32133.376290015865,23504.840759018996,-2.9277065721627427
61,1.0,"('1', '23')",2941952.117349487,1,23,0.03524374176548089,0.08695652173913043,0.08695652173913043,0.03458625764818794,0.26436781609195403,0.0424775707384403,0.13043478260869565,0.13043478260869565,0.17221773509232147,0.3150684931506849,0.011342155009451795,0.011342155009451795,-0.30474855701812337,12614.687944016001,25923.1444474181,-3.220426438644481
62,1.0,"('6', '16')",2847016.0117954845,6,16,0.09766610201392809,0.13043478260869565,0.13043478260869565,0.11015036778069584,0.3108108108108108,0.12462983876027355,0.17391304347826086,0.17391304347826086,0.3046800656627788,0.3898305084745763,0.02268431001890359,0.02268431001890359,-0.32718415819200164,27290.56281626724,46452.30165023714,-2.512241380719995
63,1.0,"('13', '21')",3910467.150272059,13,21,0.060276679841897225,0.08695652173913043,0.08695652173913043,0.06691992394555502,0.30666666666666664,0.06343873517786561,0.13043478260869565,0.13043478260869565,0.18547546735595516,0.3150684931506849,0.011342155009451795,0.011342155009451795,-0.07586601667422606,23504.840759018996,25167.073149640026,-2.4128689069067915
64,1.0,"('23', '22')",3855047.1617674343,23,22,0.0424775707384403,0.13043478260869565,0.13043478260869565,0.17221773509232147,0.3150684931506849,0.0718881360185708,0.17391304347826086,0.17391304347826086,0.2674821364787066,0.32857142857142857,0.02268431001890359,0.02268431001890359,-0.08896304390001009,25923.1444474181,43652.35394801557,-2.4158764279707468
65,1.0,"('6', '5')",3803742.0446225987,6,5,0.09766610201392809,0.13043478260869565,0.13043478260869565,0.11015036778069584,0.3108108108108108,0.06515151515151515,0.13043478260869565,0.13043478260869565,0.12859959055851536,0.3333333333333333,0.017013232514177693,0.017013232514177693,-0.10108763169222662,27290.56281626724,42614.75417798321,-2.7116230602592584
66,1.0,"('2', '20')",3609873.1061426983,2,20,0.03679653679653679,0.08695652173913043,0.08695652173913043,0.04160853546813513,0.26744186046511625,0.1131752305665349,0.17391304347826086,0.17391304347826086,0.2556517808411342,0.32857142857142857,0.015122873345935726,0.015122873345935726,-0.14690335331211166,10487.463380607169,41009.95867227828,-3.903523283350925
67,1.0,"('3', '5')",3546120.0449950173,3,5,0.09528514963297569,0.13043478260869565,0.13043478260869565,0.07870089315411744,0.30666666666666664,0.06515151515151515,0.13043478260869565,0.13043478260869565,0.12859959055851536,0.3333333333333333,0.017013232514177693,0.017013232514177693,-0.16196967865984385,32133.376290015865,42614.75417798321,-2.8138396254271165
68,1.0,"('14', '24')",3452735.380265954,14,24,0.08666478449087145,0.13043478260869565,0.13043478260869565,0.20953217652623488,0.35384615384615387,0.07042160737812911,0.13043478260869565,0.13043478260869565,0.1220638225043423,0.3026315789473684,0.017013232514177693,0.017013232514177693,-0.18403863842379614,27251.438285314158,29231.927509641628,-3.5960385836029642
69,1.0,"('10', '23')",3212137.147448036,10,23,0.23997741389045735,0.21739130434782608,0.21739130434782608,0.38454071635190656,0.42592592592592593,0.0424775707384403,0.13043478260869565,0.13043478260869565,0.17221773509232147,0.3150684931506849,0.02835538752362949,0.02835538752362949,-0.24089757489630828,81816.52655640151,25923.1444474181,-2.554584708774803
70,1.0,"('12', '11')",3152457.9382251645,12,11,0.13179936006022963,0.13043478260869565,0.13043478260869565,0.1107234821379752,0.3484848484848485,0.2263786937699981,0.17391304347826086,0.17391304347826086,0.2395383743622112,0.40350877192982454,0.02268431001890359,0.02268431001890359,-0.25500115465327605,30676.705775217517,41048.933057563125,-2.1297015148095375
71,1.0,"('15', '17')",3034216.148859427,15,17,0.12247631595457684,0.17391304347826086,0.17391304347826086,0.3171206350318802,0.3709677419354839,0.03197346132128741,0.13043478260869565,0.13043478260869565,0.2675803160895164,0.359375,0.02268431001890359,0.02268431001890359,-0.28294442884611104,69765.69139989783,29734.872289683524,-2.3602251734213695
72,1.0,"('14', '22')",4044890.9165660245,14,22,0.08666478449087145,0.13043478260869565,0.13043478260869565,0.20953217652623488,0.35384615384615387,0.0718881360185708,0.17391304347826086,0.17391304347826086,0.2674821364787066,0.32857142857142857,0.02268431001890359,0.02268431001890359,-0.04409856643742945,27251.438285314158,43652.35394801557,-3.0392278465951503
73,1.0,"('23', '21')",4005242.7118466087,23,21,0.0424775707384403,0.13043478260869565,0.13043478260869565,0.17221773509232147,0.3150684931506849,0.06343873517786561,0.13043478260869565,0.13043478260869565,0.18547546735595516,0.3150684931506849,0.017013232514177693,0.017013232514177693,-0.053468355762093744,25923.1444474181,25167.073149640026,-4.349810385979344
74,1.0,"('8', '18')",3928910.841452756,8,18,0.13855323420540813,0.17391304347826086,0.17391304347826086,0.21295500799725153,0.34328358208955223,0.09795627078235773,0.13043478260869565,0.13043478260869565,0.19477575076862153,0.34328358208955223,0.02268431001890359,0.02268431001890359,-0.07150734515415913,39836.443359766025,50175.34957253388,-3.471740866925387
75,1.0,"('7', '23')",3734482.6523063043,7,23,0.030665349143610014,0.08695652173913043,0.08695652173913043,0.11721217872477815,0.30666666666666664,0.0424775707384403,0.13043478260869565,0.13043478260869565,0.17221773509232147,0.3150684931506849,0.011342155009451795,0.011342155009451795,-0.11745523066298558,27899.382473233512,25923.1444474181,-3.1584163638602685
76,1.0,"('22', '20')",3691702.2352851583,22,20,0.0718881360185708,0.17391304347826086,0.17391304347826086,0.2674821364787066,0.32857142857142857,0.1131752305665349,0.17391304347826086,0.17391304347826086,0.2556517808411342,0.32857142857142857,0.030245746691871453,0.030245746691871453,-0.1275652343200522,43652.35394801557,41009.95867227828,-2.6975524763623158
77,1.0,"('5', '18')",3367907.7437178507,5,18,0.06515151515151515,0.13043478260869565,0.13043478260869565,0.12859959055851536,0.3333333333333333,0.09795627078235773,0.13043478260869565,0.13043478260869565,0.19477575076862153,0.34328358208955223,0.017013232514177693,0.017013232514177693,-0.2040853741837055,42614.75417798321,50175.34957253388,-3.2511980973112347
78,1.0,"('10', '17')",3270126.1409732564,10,17,0.23997741389045735,0.21739130434782608,0.21739130434782608,0.38454071635190656,0.42592592592592593,0.03197346132128741,0.13043478260869565,0.13043478260869565,0.2675803160895164,0.359375,0.02835538752362949,0.02835538752362949,-0.22719343226675412,81816.52655640151,29734.872289683524,-2.3129284587183045
79,1.0,"('17', '20')",3121449.0440891087,17,20,0.03197346132128741,0.13043478260869565,0.13043478260869565,0.2675803160895164,0.359375,0.1131752305665349,0.17391304347826086,0.17391304347826086,0.2556517808411342,0.32857142857142857,0.02268431001890359,0.02268431001890359,-0.26232927473593337,29734.872289683524,41009.95867227828,-3.028054545997025
80,1.0,"('5', '8')",3077407.9145788928,5,8,0.06515151515151515,0.13043478260869565,0.13043478260869565,0.12859959055851536,0.3333333333333333,0.13855323420540813,0.17391304347826086,0.17391304347826086,0.21295500799725153,0.34328358208955223,0.02268431001890359,0.02268431001890359,-0.27273721396171374,42614.75417798321,39836.443359766025,-2.630024416376379
